이름|이름(eng)|년도|img|점수(bl)|점수(user)|분류|테마|진행방식|bggcode|최소인원|최대인원|시간|최소시간|최대시간|연령|난이도
기억해, 우리의 여행을!|Remember Our Trip|2019|wys2/swf_upload/2022/07/06/1657039015429295_lg_N_80x80_100_5_.jpg|6.714|7.42|Thematic Games|Abstract Strategy,Travel|End Game Bonuses,Grid Coverage,Open Drafting,Pattern Building,Square Grid,Tile Placement,Turn Order: Progressive|294230|2|4|30|30|30|10|2.1333
산티아고|Santiago|2003|wys2/swf_upload/2022/01/30/1643476568183168_lg_N_80x80_100_5_.jpg|6.712|7.69|Strategy Games|Farming,Negotiation|Area Majority / Influence,Auction/Bidding,Bribery,Commodity Speculation,Tile Placement|8125|3|5|75|75|75|10|2.4888
손자|Sun Tzu|2005|wys2/swf_upload/2022/01/30/1643476630496426_lg_N_80x80_100_5_.jpg|6.714|8.25|Strategy Games|Ancient|Area Majority / Influence,Area Movement,Card Play Conflict Resolution,Force Commitment,Simultaneous Action Selection,Tug of War,Variable Set-up|18745|2|2|30|30|30|10|2.0986
랜드로드!|Landlord!|1992|wys2/swf_upload/2022/01/30/16434767115832_lg_N_80x80_100_5_.jpg|6.714|7.47|Thematic Games|Card Game,Humor|Hand Management,Take That|312|2|6|10|10|10|10|1.505
헤이트|HATE|2019|data/boardgame_strategy/2018/02/08/1518098806-482147.gif|6.708|8.50|Thematic Games|Comic Book / Strip,Fantasy,Fighting,Mature / Adult,Miniatures|Area Majority / Influence,Dice Rolling,Grid Movement,Tile Placement,Variable Player Powers,Worker Placement|233868|2|6|120|60|120|18|2.4571
컬러레또 아마조나스|Coloretto Amazonas|2005|data/boardgame_strategy/2013/09/27/1380266377-276834_N_80x80_100_5_.jpg|6.713|6.96|Family Games|Animals,Bluffing,Card Game|Set Collection|15156|2|4|20|20|20|8|1.2444
팜 아일랜드|Palm Island|2018|data/boardgame_strategy_reg/2018/10/23/1540224806-117105_N_80x80_100_5_.png|6.713|7.75|Family Games|Card Game,City Building,Print & Play|Cooperative Game,Deck, Bag, and Pool Building,Hand Management,Memory,Move Through Deck,Simultaneous Action Selection,Solo / Solitaire Game|239464|1|2|15|15|15|10|1.7222
피렌체|Firenze|2010|wys2/swf_upload/2022/01/30/1643476819721292_lg_N_80x80_100_5_.jpg|6.714|8.22|Strategy Games|Economic,Renaissance|Increase Value of Unchosen Resources,Set Collection|75449|2|4|60|60|60|12|2.5529
트릭케리언: 빅 박스|Trickerion: Collector's Edition|2020|wys2/swf_upload/2022/02/02/164379741393614_lg_N_80x80_100_5_.jpg|6.712|8.55|Strategy Games|Post-Napoleonic|Action Points,Action Queue,Catch the Leader,Dice Rolling,Simultaneous Action Selection,Tile Placement,Turn Order: Stat-Based,Worker Placement,Worker Placement, Different Worker Types|255668|1|4|180|60|180|14|4.5882
포세이돈|Poseidon|2010|wys2/swf_upload/2022/01/30/1643476902335393_lg_N_80x80_100_5_.jpg|6.714|7.73|Strategy Games|Economic,Mythology,Nautical,Transportation|Commodity Speculation,Network and Route Building,Stock Holding|76417|2|5|120|90|120|12|3.5347
콜로니|Colony|2016|wys2/swf_upload/2022/03/27/1648313833174350_lg_N_80x80_100_5_.png|6.713|7.14|Strategy Games|Card Game,Dice,Science Fiction|Deck, Bag, and Pool Building,Dice Rolling,Trading|192934|1|4|60|45|60|13|2.2647
마카바나|Maka Bana|2003|wys2/swf_upload/2022/01/30/1643476989188686_lg_N_80x80_100_5_.jpg|6.714|8.50|Family Games|Bluffing,Card Game,City Building|Secret Unit Deployment,Simultaneous Action Selection|8147|3|6|60|45|60|10|2.0308
코임브라 : 로얄 트리트먼트 미니 확장|Coimbra: Royal Treatment|2018|wys2/swf_upload/2022/01/20/1642676302289339_lg_N_80x80_100_5_.jpg|6.714|7.27|Strategy Games|Dice,Expansion for Base-game,Renaissance|Dice Rolling,Open Drafting,Set Collection|264078|2|4|90|60|90|14|3
젠마스터|Zen Master|2010|data/boardgame_strategy_reg/2018/11/28/1543364656-923584_N_80x80_100_5_.jpg|6.713|7.00|Family Games|Card Game|Hand Management,Set Collection,Trick-taking|83197|3|5|30|30|30|8|1.3077
아르카나|Arcana|2009|wys2/swf_upload/2022/01/30/1643477062881573_lg_N_80x80_100_5_.jpg|6.713|7.70|Strategy Games|Bluffing,Card Game,Fantasy|Area Majority / Influence,Deck, Bag, and Pool Building,Hand Management,Secret Unit Deployment,Set Collection,Trick-taking,Variable Player Powers|45134|2|4|60|60|60|13|2.0537
피퍼|Peeper|2004|wys2/swf_upload/2022/04/07/1649329426975015_lg_N_80x80_100_5_.jpg|6.714|8.10|Family Games|Abstract Strategy|Ladder Climbing,Set Collection|40171|2|6|30|30|30|0|1.75
오아시스|Oasis|2004|wys2/swf_upload/2022/01/30/1643477134451611_lg_N_80x80_100_5_.jpg|6.714|8.25|Strategy Games|Animals,Territory Building|Auction/Bidding,Enclosure,Hand Management,Tile Placement|9027|3|5|60|60|60|10|2.3168
골드|GOLD|2020|data/boardgame_strategy_reg/2020/06/09/1591687862-688469_N_80x80_100_5_.jpg|6.714|7.19|Family Games|Children's Game,Memory|Memory|306680|2|5|15|15|15|6|1
밀리|Melee|2014|wys2/swf_upload/2022/01/30/16434772114718_lg_N_80x80_100_5_.jpg|6.713|7.45|Strategy Games|Bluffing,Medieval,Territory Building,Wargame|Area Majority / Influence,Area Movement,Auction/Bidding,Simultaneous Action Selection,Take That,Variable Player Powers|165657|2|4|20|20|20|10|1.6774
어콰이어|Acquire|1993|data/boardgame_strategy/2014/08/03/1407061709-818994_N_80x80_100_5_.png|6.712|7.58|Strategy Games|Economic,Territory Building|Hand Management,Investment,Market,Square Grid,Stock Holding,Tile Placement,Victory Points as a Resource|5|2|6|90|90|90|12|2.5012
부라노를 걸으며|Walking in Burano|2018|wys2/swf_upload/2022/01/31/1643611426627043_lg_N_80x80_100_5_.jpg|6.713|7.29|Family Games|Card Game|Open Drafting,Set Collection,Solo / Solitaire Game,Tile Placement|257769|1|4|40|20|40|10|2.0164
메모리: 보드게임|Memory: The Board Game|2016|data/boardgame_strategy/2016/07/18/1468823215-64759_N_80x80_100_5_.png|6.712|7.44|Family Games||Memory|193134|2|4|50|30|50|7|1
스컬킹|Skull King|2016|data/boardgame_strategy/2017/09/14/1505399765-435200.gif|6.713|7.45|Family Games|Card Game,Nautical,Pirates|Predictive Bid,Trick-taking|150145|2|8|30|30|30|8|1.6871
빅 북 오브 매드니스|The Big Book of Madness|2015|wys2/swf_upload/2022/04/08/1649356364785214_lg_N_80x80_100_5_.jpg|6.712|7.63|Strategy Games|Card Game,Fantasy|Cooperative Game,Deck, Bag, and Pool Building,Hand Management,Player Elimination,Variable Player Powers|171233|2|5|90|60|90|12|2.6845
베르사유|Versailles|2014|wys2/swf_upload/2022/01/30/1643477369547267_lg_N_80x80_100_5_.png|6.712|7.43|Strategy Games|Territory Building|Point to Point Movement,Rondel,Tile Placement|160561|2|5|90|90|90|12|2.7347
마무트|Mammut|2011|data/boardgame_strategy/2013/06/12/1370974759-650246_N_80x80_100_5_.jpg|6.713|7.70|Family Games|Animals,Negotiation,Prehistoric|Hand Management,I Cut, You Choose,Set Collection|95613|2|5|30|30|30|8|1.8049
킹 미!|King Me!|2004|wys2/swf_upload/2022/04/13/164977777224836_lg_N_80x80_100_5_.jpg|6.713|7.30|Abstract Strategy Games|Abstract Strategy|Grid Movement|283820|2|2|45|45|45|8|2.5
태머니 홀|Tammany Hall|2007|wys2/swf_upload/2022/01/30/1643477481616054_lg_N_80x80_100_5_.png|6.712|8.50|Strategy Games|Negotiation,Political,Territory Building|Area Majority / Influence,Auction/Bidding,Auction: Sealed Bid,Catch the Leader,Variable Player Powers|30645|3|5|90|90|90|12|2.7644
밴드 오브 브라더스: 고스트 팬저|Band of Brothers: Ghost Panzer|2013|wys2/swf_upload/2022/01/30/1643477598163937_lg_N_80x80_100_5_.jpg|6.713|9.65|Wargames|Wargame,World War II|Dice Rolling,Hexagon Grid,Line of Sight,Modular Board,Simulation|129122|2|2|90|90|90|8|2.697
자전거달리기|Um Reifenbreite|1979|wys2/swf_upload/2022/01/30/1643477677856763_lg_N_80x80_100_5_.jpg|6.713|7.52|Family Games|Racing,Sports|Hand Management,Roll / Spin and Move|442|2|4|90|60|90|8|1.964
오룡쟁투|Five Dragons Battle|2013|data/boardgame_strategy/2013/07/16/1373984947-737863_N_80x80_100_5_.jpg|6.712|7.67|Children's Games|Card Game||168276|2|5|15|15|15|8|0
탈리스만(3판)|Talisman (Third Edition)|1994|data/boardgame_strategy/2013/11/22/1385050038-322989_N_80x80_100_5_.jpg|6.713|7.50|Thematic Games|Adventure,Exploration,Fantasy,Fighting|Dice Rolling,Role Playing,Roll / Spin and Move,Variable Player Powers|5336|2|8|120|120|120|9|2.0915
프라퍼시|Prophecy|2002|wys2/swf_upload/2022/08/28/1661622795838_lg_N_80x80_100_5_.jpg|6.712|7.67|Thematic Games|Adventure,Fantasy,Fighting|Dice Rolling,Open Drafting,Point to Point Movement,Role Playing,Variable Player Powers|8095|2|5|180|180|180|12|2.6345
타타라바의 숲|Forest of Tataraba|2016|wys2/swf_upload/2022/08/07/1659874361138378_lg_N_80x80_100_5_.jpg|6.712|7.67|Wargames|Environmental,Farming,Industry / Manufacturing|Action Queue,Area Majority / Influence,Modular Board|211962|2|4|50|30|50|10|2.6667
몰키|Finska Mini|2013|data/boardgame_strategy_reg/2018/11/25/1543153011-251307_N_80x80_100_5_.jpg|6.712|7.60|Party Games|Action / Dexterity,Party Game|Player Elimination|186279|2|99|30|30|30|6|1.2
시가전차|Trambahn|2015|data/boardgame_strategy/2015/04/27/1430066675-725405_N_80x80_100_5_.png|6.710|7.17|Family Games|Card Game,Trains,Transportation|Open Drafting,Set Collection|175293|2|2|45|30|45|8|1.8261
인도로 가는 항해|Sail to India|2013|wys2/swf_upload/2022/01/30/1643477748442165_lg_N_80x80_100_5_.jpg|6.708|7.57|Strategy Games|Economic,Exploration,Nautical,Renaissance|Action Points,Area Movement,Set Collection|141736|3|4|60|60|60|14|2.2041
크리드|Creed|2020|data/boardgame_strategy_reg/2019/10/13/1570978324-234687_N_80x80_100_5_.jpg|6.706|7.00|Wargames|Bluffing,Medieval,Wargame|Action Points,Once-Per-Game Abilities,Secret Unit Deployment,Sudden Death Ending,Team-Based Game,Variable Player Powers|290689|2|4|45|30|45|12|2.3333
바타비아|Batavia|2008|wys2/swf_upload/2022/01/30/1643477831345895_lg_N_80x80_100_5_.jpg|6.712|7.67|Strategy Games|Economic,Nautical,Renaissance|Auction/Bidding,Set Collection,Stock Holding|35248|3|5|60|45|60|10|2.4135
타지마할|Taj Mahal|2006|wys2/swf_upload/2022/01/30/164347790968183_lg_N_80x80_100_5_.jpg|6.712|7.90|Strategy Games|Bluffing,Political|Auction/Bidding,Auction: Turn Order Until Pass,Hand Management,Network and Route Building,Open Drafting,Set Collection|475|2|5|90|45|90|12|2.9936
바누아투|Vanuatu|2011|wys2/swf_upload/2022/01/30/1643477991628572_lg_N_80x80_100_5_.jpg|6.708|8.00|Strategy Games|Economic,Nautical|Auction/Bidding,Grid Movement,Market,Modular Board,Tile Placement,Variable Phase Order,Worker Placement|104020|2|5|90|90|90|12|3.3147
포켓 배틀: 엘프 vs. 오크|Pocket Battles: Elves vs. Orcs|2010|wys2/swf_upload/2022/07/02/1656695111697731_lg_N_80x80_100_5_.jpg|6.710|7.17|Wargames|Fantasy,Wargame|Dice Rolling|66081|2|2|20|20|20|8|2.0563
세일럼|Salem 1692|2015|wys2/swf_upload/2022/05/22/1653155691995234_lg_N_80x80_100_5_.jpg|6.700|6.85|Party Games|Bluffing,Card Game,Deduction,Party Game,Print & Play|Hand Management,Player Elimination,Traitor Game,Voting|175549|4|12|35|25|35|12|2
쌍둥이 양철 로봇|Twin Tin Bots|2013|wys2/swf_upload/2022/01/30/1643478072978872_lg_N_80x80_100_5_.png|6.712|7.67|Strategy Games|Abstract Strategy,Fighting,Humor,Industry / Manufacturing,Racing|Action Queue,Pick-up and Deliver,Programmed Movement,Simulation|126239|2|6|50|50|50|10|2.3902
베니스의 상인|Oltre Mare|2004|wys2/swf_upload/2022/01/30/1643478162346630_lg_N_80x80_100_5_.jpg|6.712|9.65|Strategy Games|Bluffing,Card Game,Nautical,Negotiation,Pirates|Hand Management,Open Drafting,Set Collection,Trading|13551|2|5|60|60|60|12|2.5077
리베 앤 인트리게|Liebe & Intrige|2007|wys2/swf_upload/2022/06/01/1654023007532994_lg_N_80x80_100_5_.jpg|6.712|8.00|Family Games||Dice Rolling,Set Collection|32226|2|4|45|45|45|10|1.7949
릴레이션쉽 타이트로프|Relationship Tightrope|1999|wys2/swf_upload/2022/05/21/1653065526913914_lg_N_80x80_100_5_.jpg|6.712|7.67|Family Games|Card Game|Hand Management,Simultaneous Action Selection,Trick-taking|368|3|5|30|30|30|8|1.3382
원나이트 맨션|One|2017|data/boardgame_strategy_reg/2018/10/24/1540362067-686034_N_80x80_100_5_.jpg|6.712|8.60|Wargames|Card Game,Educational,Math,Number|Set Collection|65868|2|4|0|0|0|14|0
케일러스 프리미엄 에디션|Caylus|2010|wys2/swf_upload/2022/01/30/1643478246814613_lg_N_80x80_100_5_.jpg|6.711|9.50|Strategy Games|City Building,Economic,Medieval|Action Queue,Ownership,Turn Order: Claim Action,Turn Order: Pass Order,Variable Set-up,Worker Placement|18602|2|5|150|60|150|12|3.801
리버티 로드|Liberty Roads|2009|wys2/swf_upload/2022/09/18/1663442977683820_lg_N_80x80_100_5_.jpg|6.712|9.60|Wargames|Wargame,World War II|Dice Rolling,Hexagon Grid,Simulation|39188|1|2|1200|90|1200|0|3.194
알티플라노|Altiplano|2017|wys2/swf_upload/2022/01/20/1642678287749357_lg_N_80x80_100_5_.jpg|6.702|6.67|Strategy Games|Economic|Action Points,Contracts,Deck, Bag, and Pool Building,Modular Board,Open Drafting,Tile Placement,Turn Order: Progressive,Variable Player Powers,Variable Set-up|234487|2|5|120|60|120|12|3.3188
미들-어쓰 퀘스트|Middle-Earth Quest|2009|wys2/swf_upload/2022/05/27/1653580499651733_lg_N_80x80_100_5_.jpg|6.710|7.17|Thematic Games|Adventure,Exploration,Fantasy,Novel-based|Hand Management,Point to Point Movement,Team-Based Game,Variable Player Powers|31563|2|4|180|180|180|13|3.5474
선플라워 밸리|Sunflower Valley|2017|data/boardgame_strategy/2017/09/15/1505448587-146088.gif|6.708|6.97|Family Games|City Building,Dice,Farming,Trains,Transportation|Area Majority / Influence,Dice Rolling,Line Drawing,Network and Route Building,Paper-and-Pencil|228390|2|5|60|45|60|8|1.7692
셜록 홈즈 컨설팅 디텍티브 : 잭 더 리퍼 & 웨스트 엔드 어드벤쳐스|Sherlock Holmes Consulting Detective: Jack the Ripper & West End Adventures|2016|wys2/swf_upload/2022/05/14/165246455967035_lg_N_80x80_100_5_.jpg|6.711|9.50|Thematic Games|Deduction,Murder/Mystery,Novel-based,Post-Napoleonic,Puzzle,Spies/Secret Agents|Cooperative Game,Solo / Solitaire Game,Storytelling|204305|1|8|120|60|120|10|2.1757
카르타헤나 2. 해적의 소굴|Cartagena 2. The Pirate's Nest|2006|data/boardgame_strategy/2013/11/04/1383554925-650564_N_80x80_100_5_.jpg|6.709|9.40|Family Games|Nautical,Pirates|Action Points,Hand Management,Modular Board,Race,Track Movement|25823|2|5|45|45|45|8|1.5618
비잔티움|Byzantium|2005|wys2/swf_upload/2022/01/30/1643478387682140_lg_N_80x80_100_5_.jpg|6.711|6.69|Strategy Games|Medieval,Political,Wargame|Area Majority / Influence,Dice Rolling,Point to Point Movement,Worker Placement|19348|2|4|180|120|180|13|3.4641
마우젠|Jumbo & Co|2004|data/boardgame_strategy/2014/07/16/1405495922-545200_N_80x80_100_5_.png|6.711|7.41|Family Games|Animals,Bluffing,Card Game|Hand Management,Rock-Paper-Scissors,Simultaneous Action Selection|11084|3|6|15|15|15|8|1
드 불가리 엘로쿠엔타|De Vulgari Eloquentia|2010|wys2/swf_upload/2022/01/30/1643478453887795_lg_N_80x80_100_5_.jpg|6.710|8.10|Strategy Games|Medieval,Religious,Travel|Action Points,Area Movement,Set Collection|75165|2|5|120|120|120|14|3.6238
던전 커맨드: 코르미의 심장|Dungeon Command: Heart of Cormyr|2012|data/boardgame_strategy/2013/11/06/1383663854-523894_N_80x80_100_5_.jpg|6.710|7.17|Customizable Games|Card Game,Fantasy,Miniatures,Wargame|Action Points,Area Movement,Campaign / Battle Card Driven,Hand Management|124965|2|2|90|90|90|12|2.5962
카페 인터내셔널|Café International|1989|wys2/swf_upload/2022/01/30/1643478592392169_lg_N_80x80_100_5_.jpg|6.707|6.99|Family Games|Abstract Strategy|Hand Management,Pattern Building,Tile Placement|214|2|4|60|45|60|10|1.6619
판단테 (2판)|Pandánte (Second Edition)|2015|wys2/swf_upload/2022/04/10/1649575845616049_lg_N_80x80_100_5_.jpg|6.709|7.24|Party Games|Animals,Bluffing,Card Game|Betting and Bluffing,Variable Player Powers|174852|2|6|30|30|30|13|2
탄토 쿠오레|Tanto Cuore|2009|wys2/swf_upload/2022/01/30/1643478657391555_lg_N_80x80_100_5_.jpg|6.703|7.25|Strategy Games|Card Game,Mature / Adult|Action Points,Deck, Bag, and Pool Building,Hand Management,Open Drafting,Set Collection,Take That|65282|2|4|45|45|45|13|2.1667
샤즈 오브 인피니티|Shards of Infinity|2018|wys2/swf_upload/2022/03/06/164654172255668_lg_N_80x80_100_5_.png|6.706|7.06|Strategy Games|Card Game,Fantasy,Fighting,Science Fiction|Deck, Bag, and Pool Building,Delayed Purchase,Hand Management,Take That|244115|2|4|30|30|30|10|1.9844
황소뿔의 춤|Tanz der Hornochsen!|2004|wys2/swf_upload/2022/07/16/1657967089725479_lg_N_80x80_100_5_.jpg|6.710|7.45|Family Games|Animals,Humor,Number|Hand Management|13005|2|8|30|30|30|8|1.4103
블로커스 트라이곤|Blokus Trigon|2006|wys2/swf_upload/2022/07/23/1658506778648784_lg_N_80x80_100_5_.png|6.711|7.40|Abstract Strategy Games|Abstract Strategy,Territory Building|Enclosure,Hand Management,Tile Placement|21550|2|4|20|20|20|7|1.9355
우르란드|Urland|2001|wys2/swf_upload/2022/01/30/1643479133253440_lg_N_80x80_100_5_.jpg|6.711|9.50|Strategy Games|Prehistoric|Action Points,Area Majority / Influence,Auction/Bidding,Variable Player Powers|2539|3|5|90|90|90|12|2.5694
브루 크래프터스|Brew Crafters|2015|wys2/swf_upload/2022/01/30/1643479211548195_lg_N_80x80_100_5_.jpg|6.703|7.01|Strategy Games|Economic,Industry / Manufacturing|End Game Bonuses,Variable Set-up,Worker Placement|139898|2|5|90|90|90|12|3.5743
티칼 2 : 잊혀진 사원|Tikal II: The Lost Temple|2010|wys2/swf_upload/2022/01/30/164347931016822_lg_N_80x80_100_5_.jpg|6.710|7.40|Family Games|Adventure,Exploration|Hand Management,Modular Board,Network and Route Building,Set Collection|67180|2|4|120|60|120|12|2.6226
크로스파이어|Crossfire|1971|wys2/swf_upload/2022/07/06/1657042325049722_lg_N_80x80_100_5_.jpg|6.711|9.50|Children's Games|Action / Dexterity,Real-time,Sports||2816|2|2|10|10|10|7|1.122
케랄라: 코끼리의 길|Kerala: The Way of the Elephant|2016|data/boardgame_strategy/2017/06/29/1498717502-617235.gif|6.711|9.50|Family Games|Abstract Strategy,Animals|Open Drafting,Tile Placement|191055|2|5|30|30|30|8|1.7931
던전 사가: 드워프 킹즈 퀘스트|Dungeon Saga: Dwarf King's Quest|2015|wys2/swf_upload/2022/01/30/1643479389126182_lg_N_80x80_100_5_.jpg|6.711|9.50|Thematic Games|Adventure,Exploration,Fantasy,Fighting,Miniatures|Dice Rolling,Grid Movement,Modular Board,Role Playing,Team-Based Game,Variable Player Powers|160081|2|5|120|30|120|10|2.4783
해달별이야기3 펭귄C|Penguin C|2009|data/boardgame_strategy/2014/01/25/1390608792-3165_N_80x80_100_5_.jpg|6.711|7.28|Wargames|Animals,Children's Game|Pick-up and Deliver,Roll / Spin and Move|60576|2|4|20|20|20|0|2
아크로티리|Akrotiri|2014|wys2/swf_upload/2022/01/30/1643479562132532_lg_N_80x80_100_5_.jpg|6.710|7.40|Strategy Games|Ancient,Civilization,Economic,Exploration,Transportation|Action Points,Hand Management,Map Addition,Modular Board,Network and Route Building,Pick-up and Deliver,Tile Placement|154458|2|2|45|45|45|13|2.6627
드림웰|Dreamwell|2016|data/boardgame_strategy/2016/01/14/1452726385-633443_N_80x80_100_5_.png|6.708|7.03|Abstract Strategy Games|Abstract Strategy,Card Game,Fantasy|Grid Movement,Modular Board,Pattern Building,Set Collection|180761|2|4|45|30|45|13|2.2308
퍼스트 콘택트|First Contact|2018|wys2/swf_upload/2022/02/06/16441374827622_lg_N_80x80_100_5_.png|6.708|7.21|Party Games|Card Game,Deduction,Humor,Party Game,Science Fiction,Word Game|Communication Limits,Deduction,Team-Based Game|258309|2|7|40|15|40|12|2.0769
터시 머시|Tussie Mussie|2018|data/boardgame_strategy_reg/2019/05/28/1559050203-720121_N_80x80_100_5_.png|6.709|7.53|Family Games|Card Game,Print & Play|Betting and Bluffing,I Cut, You Choose,Open Drafting,Set Collection|257614|2|4|30|20|30|8|1.1042
테라포밍 마스 프로모 카드3|Terraforming Mars: Turmoil Promos|2019|wys2/swf_upload/2022/02/20/1645351974593837_lg_N_80x80_100_5_.jpg|6.711|8.61|Strategy Games|Expansion for Base-game,Economic,Environmental,Industry / Manufacturing,Science Fiction,Space Exploration,Territory Building|Hand Management,Open Drafting,Set Collection,Take That,Tile Placement,Variable Player Powers|279345|1|5|120|120|120|12|3.625
어센션: 다운 오브 챔피언|Ascension: Dawn of Champions|2015|data/boardgame_strategy/2015/04/22/1429676183-400822_N_80x80_100_5_.png|6.711|9.50|Strategy Games|Card Game,Fantasy|Deck, Bag, and Pool Building,Hand Management,Open Drafting|172155|1|4|30|30|30|13|2.25
파워그리드: 전설적인 확장|Power Grid: Fabled Expansion|2017|data/boardgame_strategy_reg/2018/11/03/1541218431-181857_N_80x80_100_5_.jpg|6.711|9.50|Wargames|Economic,Expansion for Base-game,Industry / Manufacturing|Auction/Bidding,Network and Route Building|232004|2|6|120|120|120|12|3.3333
웬다케|Wendake|2017|wys2/swf_upload/2022/04/09/1649511975071503_lg_N_80x80_100_5_.jpg|6.709|9.00|Strategy Games|American Indian Wars,Economic,Farming,Fighting|Area Majority / Influence,Area Movement,Hidden Victory Points,Highest-Lowest Scoring,Set Collection,Variable Player Powers,Worker Placement|229265|1|4|120|60|120|14|3.5895
커미션드|Commissioned|2016|data/boardgame_strategy/2015/06/22/1434908821-346514_N_80x80_100_5_.png|6.708|8.00|Thematic Games|Ancient,Educational,Religious|Area Movement,Cooperative Game,Deck, Bag, and Pool Building,Set Collection,Variable Player Powers|171479|2|6|60|60|60|13|2.8462
제논 프로피티어|Xenon Profiteer|2015|wys2/swf_upload/2022/01/30/1643479646252079_lg_N_80x80_100_5_.jpg|6.710|8.10|Strategy Games|Card Game,Economic,Industry / Manufacturing|Deck, Bag, and Pool Building,Hand Management,Open Drafting|176530|2|4|30|30|30|10|2.1304
파라노말 디텍티브|Paranormal Detectives|2019|data/boardgame_strategy/2021/03/09/1615272684-945869_N_80x80_100_5_.jpg|6.707|6.63|Party Games|Deduction,Horror,Murder/Mystery,Party Game|Acting,Hand Management,Line Drawing,Pattern Recognition,Questions and Answers,Variable Player Powers|280136|2|6|50|30|50|12|1.697
냉전: CIA 대 KGB|Cold War: CIA vs KGB|2007|wys2/swf_upload/2022/01/30/16434797220528_lg_N_80x80_100_5_.jpg|6.709|7.09|Strategy Games|Bluffing,Card Game,Modern Warfare,Political,Spies/Secret Agents|Area Majority / Influence,Push Your Luck,Secret Unit Deployment,Simultaneous Action Selection|24742|2|2|60|30|60|12|1.8557
랠리맨: GT|Rallyman: GT|2019|data/boardgame_strategy/2021/02/03/1612344319-303489_N_80x80_100_5_.png|6.703|7.24|Thematic Games|Racing|Dice Rolling,Different Dice Movement,Grid Movement,Hexagon Grid,Modular Board,Push Your Luck,Race,Roll / Spin and Move,Simulation,Solo / Solitaire Game|256589|1|6|60|45|60|14|2.2121
